letters,form,cisi_number,site,iconography,position,seal_id,upos,xpos,letter_label_encoded,prefix,vowel,morpheme boundary,noun,verb,FormWithoutLemma,Counts,MorphemeSeparated,prefix_label_encoded
M328,seal_0055,M-0024,Mohenjo-daro,zebu bull,3,55,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M048,seal_0055,M-0024,Mohenjo-daro,zebu bull,4,55,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M391,seal_0056,L-0006,Lothal,tiger,0,56,SIGN,INDUS,391,,,1,0,0,M391,1,M391,0
M059,seal_0056,L-0006,Lothal,tiger,1,56,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M336,seal_0057,M-0025,Mohenjo-daro,rhinoceros,0,57,SIGN,INDUS,336,,,1,0,0,M336,1,M336,0
M176,seal_0057,M-0025,Mohenjo-daro,rhinoceros,1,57,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M099,seal_0057,M-0025,Mohenjo-daro,rhinoceros,2,57,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M305,seal_0057,M-0025,Mohenjo-daro,rhinoceros,3,57,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M391,seal_0058,DK-0005,Dholavira,unicorn,0,58,SIGN,INDUS,391,,,1,0,0,M391,1,M391,0
M380,seal_0058,DK-0005,Dholavira,unicorn,1,58,SIGN,INDUS,380,,,0,0,0,M380,1,M380,0
M116,seal_0058,DK-0005,Dholavira,unicorn,2,58,SIGN,INDUS,116,,,0,0,0,M116,1,M116,0
M089,seal_0058,DK-0005,Dholavira,unicorn,3,58,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M008,seal_0059,H-0014,Harappa,script only,0,59,SIGN,INDUS,8,,,1,0,0,M008,1,M008,0
M197,seal_0059,H-0014,Harappa,script only,1,59,SIGN,INDUS,197,,,0,0,0,M197,1,M197,0
M162,seal_0059,H-0014,Harappa,script only,2,59,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M063,seal_0060,H-0015,Harappa,gharial,0,60,SIGN,INDUS,63,,,1,0,0,M063,1,M063,0
M293,seal_0060,H-0015,Harappa,gharial,1,60,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M012,seal_0060,H-0015,Harappa,gharial,2,60,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M176,seal_0061,H-0016,Harappa,unicorn,0,61,SIGN,INDUS,176,,,1,0,0,M176,1,M176,0
M274,seal_0061,H-0016,Harappa,unicorn,1,61,SIGN,INDUS,274,,,0,0,0,M274,1,M274,0
M099,seal_0061,H-0016,Harappa,unicorn,2,61,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M048,seal_0062,L-0007,Lothal,rhinoceros,0,62,SIGN,INDUS,48,,,1,0,0,M048,1,M048,0
M342,seal_0062,L-0007,Lothal,rhinoceros,1,62,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M049,seal_0063,M-0026,Mohenjo-daro,script only,0,63,SIGN,INDUS,49,,,1,0,0,M049,1,M049,0
M293,seal_0063,M-0026,Mohenjo-daro,script only,1,63,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M336,seal_0063,M-0026,Mohenjo-daro,script only,2,63,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M342,seal_0063,M-0026,Mohenjo-daro,script only,3,63,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M342,seal_0063,M-0026,Mohenjo-daro,script only,4,63,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M081,seal_0064,H-0017,Harappa,zebu bull,0,64,SIGN,INDUS,81,,,1,0,0,M081,1,M081,0
M211,seal_0064,H-0017,Harappa,zebu bull,1,64,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M053,seal_0065,SK-0002,Surkotada,unicorn,0,65,SIGN,INDUS,53,,,1,0,0,M053,1,M053,0
M342,seal_0065,SK-0002,Surkotada,unicorn,1,65,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0065,SK-0002,Surkotada,unicorn,2,65,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M267,seal_0065,SK-0002,Surkotada,unicorn,3,65,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_0065,SK-0002,Surkotada,unicorn,4,65,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_0065,SK-0002,Surkotada,unicorn,5,65,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M211,seal_0065,SK-0002,Surkotada,unicorn,6,65,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M089,seal_0065,SK-0002,Surkotada,unicorn,7,65,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M054,seal_0066,H-0018,Harappa,unicorn,0,66,SIGN,INDUS,54,,,1,0,0,M054,1,M054,0
M336,seal_0066,H-0018,Harappa,unicorn,1,66,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M005,seal_0067,H-0019,Harappa,elephant,0,67,SIGN,INDUS,5,,,1,0,0,M005,1,M005,0
M326,seal_0067,H-0019,Harappa,elephant,1,67,SIGN,INDUS,326,,,0,0,0,M326,1,M326,0
M133,seal_0067,H-0019,Harappa,elephant,2,67,SIGN,INDUS,133,,,0,0,0,M133,1,M133,0
M318,seal_0067,H-0019,Harappa,elephant,3,67,SIGN,INDUS,318,,,0,0,0,M318,1,M318,0
M328,seal_0067,H-0019,Harappa,elephant,4,67,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M099,seal_0067,H-0019,Harappa,elephant,5,67,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M030,seal_0068,M-0027,Mohenjo-daro,unicorn,0,68,SIGN,INDUS,30,,,1,0,0,M030,1,M030,0
M099,seal_0068,M-0027,Mohenjo-daro,unicorn,1,68,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M176,seal_0068,M-0027,Mohenjo-daro,unicorn,2,68,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M367,seal_0068,M-0027,Mohenjo-daro,unicorn,3,68,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M051,seal_0069,H-0020,Harappa,tiger,0,69,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M328,seal_0069,H-0020,Harappa,tiger,1,69,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M342,seal_0069,H-0020,Harappa,tiger,2,69,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M125,seal_0069,H-0020,Harappa,tiger,3,69,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M099,seal_0070,L-0008,Lothal,gharial,0,70,SIGN,INDUS,99,,,1,0,0,M099,1,M099,0
M222,seal_0070,L-0008,Lothal,gharial,1,70,SIGN,INDUS,222,,,0,0,0,M222,1,M222,0
M099,seal_0070,L-0008,Lothal,gharial,2,70,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M249,seal_0070,L-0008,Lothal,gharial,3,70,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M016,seal_0071,DK-0006,Dholavira,elephant,0,71,SIGN,INDUS,16,,,1,0,0,M016,1,M016,0
M211,seal_0071,DK-0006,Dholavira,elephant,1,71,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_0071,DK-0006,Dholavira,elephant,2,71,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M336,seal_0071,DK-0006,Dholavira,elephant,3,71,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M021,seal_0072,H-0021,Harappa,rhinoceros,0,72,SIGN,INDUS,21,,,1,0,0,M021,1,M021,0
M162,seal_0072,H-0021,Harappa,rhinoceros,1,72,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M099,seal_0072,H-0021,Harappa,rhinoceros,2,72,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_0072,H-0021,Harappa,rhinoceros,3,72,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M162,seal_0072,H-0021,Harappa,rhinoceros,4,72,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M065,seal_0073,L-0009,Lothal,zebu bull,0,73,SIGN,INDUS,65,,,1,0,0,M065,1,M065,0
M267,seal_0073,L-0009,Lothal,zebu bull,1,73,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M099,seal_0073,L-0009,Lothal,zebu bull,2,73,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M305,seal_0073,L-0009,Lothal,zebu bull,3,73,SIGN,INDUS,305,,,0,0,0,M305,1,M305,0
M012,seal_0074,H-0022,Harappa,unicorn,0,74,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M059,seal_0074,H-0022,Harappa,unicorn,1,74,SIGN,INDUS,59,,,0,0,0,M059,1,M059,0
M052,seal_0075,H-0023,Harappa,elephant,0,75,SIGN,INDUS,52,,,1,0,0,M052,1,M052,0
M051,seal_0075,H-0023,Harappa,elephant,1,75,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M211,seal_0075,H-0023,Harappa,elephant,2,75,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M123,seal_0075,H-0023,Harappa,elephant,3,75,SIGN,INDUS,123,,,0,0,0,M123,1,M123,0
M342,seal_0075,H-0023,Harappa,elephant,4,75,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_0075,H-0023,Harappa,elephant,5,75,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M391,seal_0076,M-0028,Mohenjo-daro,zebu bull,0,76,SIGN,INDUS,391,,,1,0,0,M391,1,M391,0
M267,seal_0076,M-0028,Mohenjo-daro,zebu bull,1,76,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M169,seal_0076,M-0028,Mohenjo-daro,zebu bull,2,76,SIGN,INDUS,169,,,0,0,0,M169,1,M169,0
M089,seal_0076,M-0028,Mohenjo-daro,zebu bull,3,76,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M293,seal_0076,M-0028,Mohenjo-daro,zebu bull,4,76,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M087,seal_0077,M-0029,Mohenjo-daro,unicorn,0,77,SIGN,INDUS,87,,,1,0,0,M087,1,M087,0
M087,seal_0077,M-0029,Mohenjo-daro,unicorn,1,77,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M048,seal_0077,M-0029,Mohenjo-daro,unicorn,2,77,SIGN,INDUS,48,,,0,0,0,M048,1,M048,0
M336,seal_0077,M-0029,Mohenjo-daro,unicorn,3,77,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M034,seal_0078,H-0024,Harappa,elephant,0,78,SIGN,INDUS,34,,,1,0,0,M034,1,M034,0
M089,seal_0078,H-0024,Harappa,elephant,1,78,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M041,seal_0079,H-0025,Harappa,script only,0,79,SIGN,INDUS,41,,,1,0,0,M041,1,M041,0
M342,seal_0079,H-0025,Harappa,script only,1,79,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M328,seal_0079,H-0025,Harappa,script only,2,79,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M176,seal_0079,H-0025,Harappa,script only,3,79,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M022,seal_0080,H-0026,Harappa,unicorn,0,80,SIGN,INDUS,22,,,1,0,0,M022,1,M022,0
M051,seal_0080,H-0026,Harappa,unicorn,1,80,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M342,seal_0080,H-0026,Harappa,unicorn,2,80,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0080,H-0026,Harappa,unicorn,3,80,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M249,seal_0080,H-0026,Harappa,unicorn,4,80,SIGN,INDUS,249,,,0,0,0,M249,1,M249,0
M031,seal_0081,H-0027,Harappa,script only,0,81,SIGN,INDUS,31,,,1,0,0,M031,1,M031,0
M397,seal_0081,H-0027,Harappa,script only,1,81,SIGN,INDUS,397,,,0,0,0,M397,1,M397,0
M012,seal_0081,H-0027,Harappa,script only,2,81,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M342,seal_0081,H-0027,Harappa,script only,3,81,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M089,seal_0081,H-0027,Harappa,script only,4,81,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M233,seal_0081,H-0027,Harappa,script only,5,81,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M075,seal_0082,DK-0007,Dholavira,unicorn,0,82,SIGN,INDUS,75,,,1,0,0,M075,1,M075,0
M162,seal_0082,DK-0007,Dholavira,unicorn,1,82,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M211,seal_0082,DK-0007,Dholavira,unicorn,2,82,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M233,seal_0082,DK-0007,Dholavira,unicorn,3,82,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M328,seal_0082,DK-0007,Dholavira,unicorn,4,82,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M051,seal_0082,DK-0007,Dholavira,unicorn,5,82,SIGN,INDUS,51,,,0,0,0,M051,1,M051,0
M011,seal_0083,M-0030,Mohenjo-daro,tiger,0,83,SIGN,INDUS,11,,,1,0,0,M011,1,M011,0
M391,seal_0083,M-0030,Mohenjo-daro,tiger,1,83,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M176,seal_0083,M-0030,Mohenjo-daro,tiger,2,83,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M023,seal_0084,L-0010,Lothal,buffalo,0,84,SIGN,INDUS,23,,,1,0,0,M023,1,M023,0
M211,seal_0084,L-0010,Lothal,buffalo,1,84,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M125,seal_0084,L-0010,Lothal,buffalo,2,84,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M017,seal_0085,H-0028,Harappa,unicorn,0,85,SIGN,INDUS,17,,,1,0,0,M017,1,M017,0
M126,seal_0085,H-0028,Harappa,unicorn,1,85,SIGN,INDUS,126,,,0,0,0,M126,1,M126,0
M267,seal_0085,H-0028,Harappa,unicorn,2,85,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M087,seal_0086,H-0029,Harappa,unicorn,0,86,SIGN,INDUS,87,,,1,0,0,M087,1,M087,0
M367,seal_0086,H-0029,Harappa,unicorn,1,86,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M099,seal_0086,H-0029,Harappa,unicorn,2,86,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M040,seal_0087,M-0031,Mohenjo-daro,tiger,0,87,SIGN,INDUS,40,,,1,0,0,M040,1,M040,0
M342,seal_0087,M-0031,Mohenjo-daro,tiger,1,87,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M391,seal_0087,M-0031,Mohenjo-daro,tiger,2,87,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M030,seal_0088,H-0030,Harappa,zebu bull,0,88,SIGN,INDUS,30,,,1,0,0,M030,1,M030,0
M211,seal_0088,H-0030,Harappa,zebu bull,1,88,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M342,seal_0088,H-0030,Harappa,zebu bull,2,88,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M347,seal_0088,H-0030,Harappa,zebu bull,3,88,SIGN,INDUS,347,,,0,0,0,M347,1,M347,0
M293,seal_0088,H-0030,Harappa,zebu bull,4,88,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M328,seal_0089,M-0032,Mohenjo-daro,rhinoceros,0,89,SIGN,INDUS,328,,,1,0,0,M328,1,M328,0
M342,seal_0089,M-0032,Mohenjo-daro,rhinoceros,1,89,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0089,M-0032,Mohenjo-daro,rhinoceros,2,89,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M342,seal_0089,M-0032,Mohenjo-daro,rhinoceros,3,89,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M099,seal_0090,H-0031,Harappa,rhinoceros,0,90,SIGN,INDUS,99,,,1,0,0,M099,1,M099,0
M346,seal_0090,H-0031,Harappa,rhinoceros,1,90,SIGN,INDUS,346,,,0,0,0,M346,1,M346,0
M233,seal_0090,H-0031,Harappa,rhinoceros,2,90,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M051,seal_0091,H-0032,Harappa,unicorn,0,91,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M267,seal_0091,H-0032,Harappa,unicorn,1,91,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M211,seal_0091,H-0032,Harappa,unicorn,2,91,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M328,seal_0091,H-0032,Harappa,unicorn,3,91,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M342,seal_0092,M-0033,Mohenjo-daro,unicorn,0,92,SIGN,INDUS,342,,,1,0,0,M342,1,M342,0
M312,seal_0092,M-0033,Mohenjo-daro,unicorn,1,92,SIGN,INDUS,312,,,0,0,0,M312,1,M312,0
M176,seal_0092,M-0033,Mohenjo-daro,unicorn,2,92,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M211,seal_0092,M-0033,Mohenjo-daro,unicorn,3,92,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M038,seal_0093,H-0033,Harappa,zebu bull,0,93,SIGN,INDUS,38,,,1,0,0,M038,1,M038,0
M367,seal_0093,H-0033,Harappa,zebu bull,1,93,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M211,seal_0093,H-0033,Harappa,zebu bull,2,93,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M176,seal_0093,H-0033,Harappa,zebu bull,3,93,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M065,seal_0093,H-0033,Harappa,zebu bull,4,93,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M233,seal_0093,H-0033,Harappa,zebu bull,5,93,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M043,seal_0094,H-0034,Harappa,script only,0,94,SIGN,INDUS,43,,,1,0,0,M043,1,M043,0
M336,seal_0094,H-0034,Harappa,script only,1,94,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M087,seal_0094,H-0034,Harappa,script only,2,94,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M233,seal_0094,H-0034,Harappa,script only,3,94,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M391,seal_0094,H-0034,Harappa,script only,4,94,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M062,seal_0095,H-0035,Harappa,zebu bull,0,95,SIGN,INDUS,62,,,1,0,0,M062,1,M062,0
M089,seal_0095,H-0035,Harappa,zebu bull,1,95,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M391,seal_0095,H-0035,Harappa,zebu bull,2,95,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M068,seal_0096,M-0034,Mohenjo-daro,rhinoceros,0,96,SIGN,INDUS,68,,,1,0,0,M068,1,M068,0
M342,seal_0096,M-0034,Mohenjo-daro,rhinoceros,1,96,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M304,seal_0096,M-0034,Mohenjo-daro,rhinoceros,2,96,SIGN,INDUS,304,,,0,0,0,M304,1,M304,0
M099,seal_0096,M-0034,Mohenjo-daro,rhinoceros,3,96,SIGN,INDUS,99,,,0,0,0,M099,1,M099,0
M342,seal_0096,M-0034,Mohenjo-daro,rhinoceros,4,96,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0096,M-0034,Mohenjo-daro,rhinoceros,5,96,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M391,seal_0096,M-0034,Mohenjo-daro,rhinoceros,6,96,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M021,seal_0097,M-0035,Mohenjo-daro,unicorn,0,97,SIGN,INDUS,21,,,1,0,0,M021,1,M021,0
M211,seal_0097,M-0035,Mohenjo-daro,unicorn,1,97,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M087,seal_0097,M-0035,Mohenjo-daro,unicorn,2,97,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M233,seal_0097,M-0035,Mohenjo-daro,unicorn,3,97,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M073,seal_0098,M-0036,Mohenjo-daro,zebu bull,0,98,SIGN,INDUS,73,,,1,0,0,M073,1,M073,0
M176,seal_0098,M-0036,Mohenjo-daro,zebu bull,1,98,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M211,seal_0098,M-0036,Mohenjo-daro,zebu bull,2,98,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M125,seal_0098,M-0036,Mohenjo-daro,zebu bull,3,98,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M099,seal_0099,DK-0008,Dholavira,tiger,0,99,SIGN,INDUS,99,,,1,0,0,M099,1,M099,0
M134,seal_0099,DK-0008,Dholavira,tiger,1,99,SIGN,INDUS,134,,,0,0,0,M134,1,M134,0
M201,seal_0099,DK-0008,Dholavira,tiger,2,99,SIGN,INDUS,201,,,0,0,0,M201,1,M201,0
M233,seal_0099,DK-0008,Dholavira,tiger,3,99,SIGN,INDUS,233,,,0,0,0,M233,1,M233,0
M052,seal_0100,H-0036,Harappa,gharial,0,100,SIGN,INDUS,52,,,1,0,0,M052,1,M052,0
M355,seal_0100,H-0036,Harappa,gharial,1,100,SIGN,INDUS,355,,,0,0,0,M355,1,M355,0
M391,seal_0100,H-0036,Harappa,gharial,2,100,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M049,seal_0101,M-0037,Mohenjo-daro,gharial,0,101,SIGN,INDUS,49,,,1,0,0,M049,1,M049,0
M391,seal_0101,M-0037,Mohenjo-daro,gharial,1,101,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M336,seal_0101,M-0037,Mohenjo-daro,gharial,2,101,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M413,seal_0101,M-0037,Mohenjo-daro,gharial,3,101,SIGN,INDUS,413,,,0,0,0,M413,1,M413,0
M342,seal_0101,M-0037,Mohenjo-daro,gharial,4,101,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M051,seal_0102,RGR-0002,Rakhigarhi,buffalo,0,102,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M342,seal_0102,RGR-0002,Rakhigarhi,buffalo,1,102,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M065,seal_0102,RGR-0002,Rakhigarhi,buffalo,2,102,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M040,seal_0103,M-0038,Mohenjo-daro,zebu bull,0,103,SIGN,INDUS,40,,,1,0,0,M040,1,M040,0
M342,seal_0103,M-0038,Mohenjo-daro,zebu bull,1,103,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M066,seal_0104,K-0003,Kalibangan,script only,0,104,SIGN,INDUS,66,,,1,0,0,M066,1,M066,0
M135,seal_0104,K-0003,Kalibangan,script only,1,104,SIGN,INDUS,135,,,0,0,0,M135,1,M135,0
M297,seal_0104,K-0003,Kalibangan,script only,2,104,SIGN,INDUS,297,,,0,0,0,M297,1,M297,0
M087,seal_0104,K-0003,Kalibangan,script only,3,104,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M267,seal_0104,K-0003,Kalibangan,script only,4,104,SIGN,INDUS,267,,,0,0,0,M267,1,M267,0
M034,seal_0105,H-0037,Harappa,geometric,0,105,SIGN,INDUS,34,,,1,0,0,M034,1,M034,0
M342,seal_0105,H-0037,Harappa,geometric,1,105,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M176,seal_0105,H-0037,Harappa,geometric,2,105,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M089,seal_0105,H-0037,Harappa,geometric,3,105,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M059,seal_0106,H-0038,Harappa,unicorn,0,106,SIGN,INDUS,59,,,1,0,0,M059,1,M059,0
M089,seal_0106,H-0038,Harappa,unicorn,1,106,SIGN,INDUS,89,,,0,0,0,M089,1,M089,0
M067,seal_0107,M-0039,Mohenjo-daro,rhinoceros,0,107,SIGN,INDUS,67,,,1,0,0,M067,1,M067,0
M367,seal_0107,M-0039,Mohenjo-daro,rhinoceros,1,107,SIGN,INDUS,367,,,0,0,0,M367,1,M367,0
M051,seal_0108,SK-0003,Surkotada,zebu bull,0,108,SIGN,INDUS,51,,,1,0,0,M051,1,M051,0
M328,seal_0108,SK-0003,Surkotada,zebu bull,1,108,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M374,seal_0108,SK-0003,Surkotada,zebu bull,2,108,SIGN,INDUS,374,,,0,0,0,M374,1,M374,0
M065,seal_0108,SK-0003,Surkotada,zebu bull,3,108,SIGN,INDUS,65,,,0,0,0,M065,1,M065,0
M336,seal_0108,SK-0003,Surkotada,zebu bull,4,108,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M023,seal_0109,M-0040,Mohenjo-daro,buffalo,0,109,SIGN,INDUS,23,,,1,0,0,M023,1,M023,0
M012,seal_0109,M-0040,Mohenjo-daro,buffalo,1,109,SIGN,INDUS,12,,,0,0,0,M012,1,M012,0
M060,seal_0110,K-0004,Kalibangan,rhinoceros,0,110,SIGN,INDUS,60,,,1,0,0,M060,1,M060,0
M350,seal_0110,K-0004,Kalibangan,rhinoceros,1,110,SIGN,INDUS,350,,,0,0,0,M350,1,M350,0
M391,seal_0110,K-0004,Kalibangan,rhinoceros,2,110,SIGN,INDUS,391,,,0,0,0,M391,1,M391,0
M012,seal_0111,H-0039,Harappa,zebu bull,0,111,SIGN,INDUS,12,,,1,0,0,M012,1,M012,0
M087,seal_0111,H-0039,Harappa,zebu bull,1,111,SIGN,INDUS,87,,,0,0,0,M087,1,M087,0
M162,seal_0111,H-0039,Harappa,zebu bull,2,111,SIGN,INDUS,162,,,0,0,0,M162,1,M162,0
M024,seal_0112,C-0004,Chanhu-daro,unicorn,0,112,SIGN,INDUS,24,,,1,0,0,M024,1,M024,0
M178,seal_0112,C-0004,Chanhu-daro,unicorn,1,112,SIGN,INDUS,178,,,0,0,0,M178,1,M178,0
M125,seal_0112,C-0004,Chanhu-daro,unicorn,2,112,SIGN,INDUS,125,,,0,0,0,M125,1,M125,0
M336,seal_0112,C-0004,Chanhu-daro,unicorn,3,112,SIGN,INDUS,336,,,0,0,0,M336,1,M336,0
M040,seal_0113,K-0005,Kalibangan,unicorn,0,113,SIGN,INDUS,40,,,1,0,0,M040,1,M040,0
M328,seal_0113,K-0005,Kalibangan,unicorn,1,113,SIGN,INDUS,328,,,0,0,0,M328,1,M328,0
M004,seal_0114,L-0011,Lothal,tiger,0,114,SIGN,INDUS,4,,,1,0,0,M004,1,M004,0
M342,seal_0114,L-0011,Lothal,tiger,1,114,SIGN,INDUS,342,,,0,0,0,M342,1,M342,0
M211,seal_0114,L-0011,Lothal,tiger,2,114,SIGN,INDUS,211,,,0,0,0,M211,1,M211,0
M293,seal_0115,M-0041,Mohenjo-daro,zebu bull,0,115,SIGN,INDUS,293,,,1,0,0,M293,1,M293,0
M176,seal_0115,M-0041,Mohenjo-daro,zebu bull,1,115,SIGN,INDUS,176,,,0,0,0,M176,1,M176,0
M076,seal_0116,H-0040,Harappa,script only,0,116,SIGN,INDUS,76,,,1,0,0,M076,1,M076,0
M293,seal_0116,H-0040,Harappa,script only,1,116,SIGN,INDUS,293,,,0,0,0,M293,1,M293,0
M031,seal_0117,K-0006,Kalibangan,buffalo,0,117,SIGN,INDUS,31,,,1,0,0,M031,1,M031,0
