cisi_number,site,inscription,role_pattern,avg_confidence,has_classifier_prefix,has_case_marker_suffix,contains_m059,length,iconography
DK-0019,Dholavira,M059 M304 M059 M176 M099 M211,HUB_AUTHORITY → FLEXIBLE_AGENT → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.677,False,False,True,6,unicorn
DK-0020,Dholavira,M020 M162 M395 M162 M176,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.465,True,False,False,5,geometric
DK-0021,Dholavira,M059 M263 M065,HUB_AUTHORITY → UNK → RELATIONAL_MARKER,0.487,False,False,True,3,unicorn
DK-0022,Dholavira,M023 M351 M342,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.619,True,False,False,3,geometric
DK-0023,Dholavira,M056 M305,CLASSIFIER → CASE_MARKER,0.89,True,True,False,2,zebu bull
DK-0024,Dholavira,M051 M168 M332 M138 M065 M336,RELATIONAL_MARKER → FLEXIBLE_AGENT → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.388,False,False,False,6,unicorn
DK-0025,Dholavira,M021 M233 M267 M342 M336,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.625,True,False,False,5,rhinoceros
DK-0026,Dholavira,M033 M267 M305,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.747,True,True,False,3,unicorn
DK-0027,Dholavira,M049 M087 M391 M367 M211 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.532,True,False,False,6,unicorn
DK-0028,Dholavira,M089 M125 M391 M059,RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.666,False,False,True,4,rhinoceros
DK-0029,Dholavira,M391 M233,RELATIONAL_MARKER → WEAK_CASE_MARKER,0.595,False,True,False,2,unicorn
DK-0030,Dholavira,M012 M245 M211,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.319,False,False,False,3,zebu bull
DK-0031,Dholavira,M211 M099 M367 M367 M099 M249,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.585,False,True,False,6,rhinoceros
DK-0032,Dholavira,M045 M256 M293 M328 M267 M089,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.486,True,False,False,6,elephant
DK-0033,Dholavira,M026 M162 M233 M391 M099 M342 M391,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.587,True,False,False,7,elephant
DK-0034,Dholavira,M081 M051,CLASSIFIER → RELATIONAL_MARKER,0.605,True,False,False,2,unicorn
DK-0035,Dholavira,M063 M231 M367,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.586,True,False,False,3,zebu bull
DK-0036,Dholavira,M073 M293 M176 M233 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.626,True,False,False,5,zebu bull
DK-0037,Dholavira,M017 M342 M176 M099 M342 M059,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.686,True,False,True,6,tiger
DK-0038,Dholavira,M019 M211 M336 M065 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.549,True,False,False,5,unicorn
DK-0039,Dholavira,M336 M332 M254 M211 M059,RELATIONAL_MARKER → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER → HUB_AUTHORITY,0.58,False,False,True,5,unicorn
DK-0040,Dholavira,M026 M233 M342 M048,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.645,True,False,False,4,unicorn
DK-0041,Dholavira,M004 M267 M099 M211 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.579,True,False,False,5,geometric
DK-0042,Dholavira,M006 M319 M375 M051,CLASSIFIER → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.427,True,False,False,4,rhinoceros
DK-0043,Dholavira,M003 M391,CLASSIFIER → RELATIONAL_MARKER,0.654,True,False,False,2,zebu bull
DK-0044,Dholavira,M059 M089 M211 M099,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.631,False,False,True,4,unicorn
DK-0045,Dholavira,M065 M336 M162 M267 M220,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.583,False,True,False,5,unicorn
DK-0046,Dholavira,M030 M342 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.626,True,False,False,3,rhinoceros
DK-0047,Dholavira,M054 M211,CLASSIFIER → RELATIONAL_MARKER,0.616,True,False,False,2,tiger
DK-0048,Dholavira,M055 M391 M051 M176 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.542,True,False,False,5,script only
DK-0049,Dholavira,M011 M267,CLASSIFIER → RELATIONAL_MARKER,0.667,True,False,False,2,zebu bull
DK-0050,Dholavira,M060 M342 M328 M164 M328 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.485,True,False,False,6,rhinoceros
DK-0051,Dholavira,M049 M012 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.56,True,False,False,3,unicorn
DK-0052,Dholavira,M016 M099 M293 M328 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.583,True,False,False,5,elephant
DK-0053,Dholavira,M019 M235 M293 M162,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.573,True,False,False,4,script only
DK-0054,Dholavira,M044 M198 M298 M132 M293 M176 M249,CLASSIFIER → FLEXIBLE_AGENT → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.469,True,True,False,7,geometric
DK-0055,Dholavira,M072 M176 M391 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.588,True,False,False,4,gharial
DK-0056,Dholavira,M044 M336 M162 M099 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.656,True,True,False,5,unicorn
DK-0057,Dholavira,M089 M342 M367 M249,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.623,False,True,False,4,buffalo
DK-0058,Dholavira,M060 M120 M099,CLASSIFIER → UNK → RELATIONAL_MARKER,0.467,True,False,False,3,rhinoceros
DK-0059,Dholavira,M027 M125 M267,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.694,True,False,False,3,zebu bull
DK-0060,Dholavira,M080 M208 M336 M162,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.444,True,False,False,4,zebu bull
DK-0061,Dholavira,M087 M162 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.511,False,False,False,3,zebu bull
DK-0062,Dholavira,M058 M197 M108 M211 M048,CLASSIFIER → UNK → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.438,True,False,False,5,unicorn
DK-0063,Dholavira,M010 M318 M293 M367,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.443,True,False,False,4,zebu bull
DK-0064,Dholavira,M099 M342 M342 M065 M048 M211 M089,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.521,False,False,False,7,zebu bull
DK-0065,Dholavira,M077 M087 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.575,True,False,False,3,zebu bull
DK-0066,Dholavira,M003 M162 M099 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.591,True,False,False,4,zebu bull
DK-0067,Dholavira,M029 M391 M059 M176,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.684,True,False,True,4,unicorn
DK-0068,Dholavira,M059 M293 M267 M059,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.763,False,False,True,4,unicorn
DK-0069,Dholavira,M006 M328 M125,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.663,True,True,False,3,tiger
DK-0070,Dholavira,M008 M059 M293,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER,0.789,True,False,True,3,zebu bull
DK-0071,Dholavira,M018 M099,CLASSIFIER → RELATIONAL_MARKER,0.686,True,False,False,2,script only
DK-0072,Dholavira,M336 M293 M267 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.495,False,False,False,4,zebu bull
DK-0073,Dholavira,M026 M048 M102 M271 M326 M320 M293,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → UNK → UNK → RELATIONAL_MARKER,0.319,True,False,False,7,tiger
DK-0074,Dholavira,M040 M131 M342,CLASSIFIER → UNK → RELATIONAL_MARKER,0.449,True,False,False,3,zebu bull
DK-0075,Dholavira,M010 M342 M211 M342 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.591,True,False,False,5,buffalo
DK-0076,Dholavira,M041 M125,CLASSIFIER → WEAK_CASE_MARKER,0.762,True,True,False,2,geometric
DK-0077,Dholavira,M051 M347 M162 M116 M267 M176,RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.421,False,False,False,6,unicorn
DK-0078,Dholavira,M027 M211 M342 M176 M162 M391 M089 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.552,True,False,False,8,zebu bull
DK-0079,Dholavira,M045 M328 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.63,True,False,False,3,elephant
DK-0080,Dholavira,M055 M059,CLASSIFIER → HUB_AUTHORITY,0.866,True,False,True,2,unicorn
DK-0081,Dholavira,M053 M289 M089 M267 M099,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.483,True,False,False,5,buffalo
DK-0082,Dholavira,M003 M110 M383 M051,CLASSIFIER → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.442,True,False,False,4,script only
DK-0083,Dholavira,M062 M087,CLASSIFIER → RELATIONAL_MARKER,0.706,True,False,False,2,zebu bull
DK-0084,Dholavira,M039 M321 M416 M289 M223 M089 M293,CLASSIFIER → FLEXIBLE_AGENT → CORE_ENTITY → UNK → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.44,True,False,False,7,elephant
DK-0085,Dholavira,M048 M176 M089,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,False,False,False,3,unicorn
DK-0086,Dholavira,M059 M089,HUB_AUTHORITY → RELATIONAL_MARKER,0.734,False,False,True,2,unicorn
DK-0087,Dholavira,M061 M176 M099 M342 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.614,True,False,False,5,buffalo
DK-0088,Dholavira,M065 M089,RELATIONAL_MARKER → RELATIONAL_MARKER,0.465,False,False,False,2,geometric
DK-0089,Dholavira,M176 M211 M342 M211,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.535,False,False,False,4,elephant
DK-0090,Dholavira,M336 M146 M328,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.319,False,False,False,3,tiger
DK-0091,Dholavira,M048 M342 M087,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.505,False,False,False,3,zebu bull
DK-0092,Dholavira,M013 M211 M267 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.61,True,False,False,4,buffalo
DK-0093,Dholavira,M015 M175 M176 M220,CLASSIFIER → UNK → RELATIONAL_MARKER → CASE_MARKER,0.566,True,True,False,4,geometric
DK-0094,Dholavira,M077 M286 M216 M059,CLASSIFIER → UNK → UNK → HUB_AUTHORITY,0.454,True,False,True,4,zebu bull
DK-0095,Dholavira,M036 M099,CLASSIFIER → RELATIONAL_MARKER,0.665,True,False,False,2,zebu bull
DK-0096,Dholavira,M056 M369 M267 M233,CLASSIFIER → UNK → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.526,True,True,False,4,zebu bull
DK-0097,Dholavira,M076 M135 M255 M367,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER,0.284,True,False,False,4,zebu bull
DK-0098,Dholavira,M328 M267 M051,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.506,False,False,False,3,zebu bull
DK-0099,Dholavira,M038 M220,CLASSIFIER → CASE_MARKER,0.876,True,True,False,2,zebu bull
DK-0100,Dholavira,M060 M267 M099 M291 M051 M048 M391 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.496,True,False,False,8,rhinoceros
DK-0101,Dholavira,M293 M267 M089 M342 M342 M059 M089 M233,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.613,False,True,True,8,unicorn
DK-0102,Dholavira,M367 M367 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.517,False,False,False,3,tiger
DK-0103,Dholavira,M056 M342 M233,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.715,True,True,False,3,unicorn
DK-0104,Dholavira,M036 M162 M099 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.579,True,False,False,5,script only
DK-0105,Dholavira,M125 M162 M099 M342 M176 M233,WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.602,False,True,False,6,rhinoceros
DK-0106,Dholavira,M008 M391 M267 M402 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → WEAK_CASE_MARKER,0.62,True,True,False,5,zebu bull
H-0001,Harappa,M391 M211 M099 M220,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.62,False,True,False,4,elephant
H-0002,Harappa,M042 M012,CLASSIFIER → RELATIONAL_MARKER,0.601,True,False,False,2,script only
H-0003,Harappa,M059 M059,HUB_AUTHORITY → HUB_AUTHORITY,1.0,False,False,True,2,unicorn
H-0004,Harappa,M014 M162 M342 M176 M099 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.617,True,True,False,6,unicorn
H-0005,Harappa,M125 M267 M059 M065,WEAK_CASE_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.685,False,False,True,4,unicorn
H-0006,Harappa,M018 M336,CLASSIFIER → RELATIONAL_MARKER,0.641,True,False,False,2,unicorn
H-0007,Harappa,M067 M181 M051 M051,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.426,True,False,False,4,rhinoceros
H-0008,Harappa,M176 M342 M233 M391 M162 M342 M336,RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.554,False,False,False,7,unicorn
H-0009,Harappa,M023 M379 M125,CLASSIFIER → UNK → WEAK_CASE_MARKER,0.503,True,True,False,3,script only
H-0010,Harappa,M035 M089,CLASSIFIER → RELATIONAL_MARKER,0.65,True,False,False,2,zebu bull
H-0011,Harappa,M024 M211,CLASSIFIER → RELATIONAL_MARKER,0.623,True,False,False,2,zebu bull
H-0012,Harappa,M125 M347 M048 M233,WEAK_CASE_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.593,False,True,False,4,geometric
H-0013,Harappa,M074 M267 M342 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.595,True,False,False,5,rhinoceros
H-0014,Harappa,M008 M197 M162,CLASSIFIER → UNK → RELATIONAL_MARKER,0.452,True,False,False,3,script only
H-0015,Harappa,M063 M293 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.589,True,False,False,3,gharial
H-0016,Harappa,M176 M274 M099,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.366,False,False,False,3,unicorn
H-0017,Harappa,M081 M211,CLASSIFIER → RELATIONAL_MARKER,0.623,True,False,False,2,zebu bull
H-0018,Harappa,M054 M336,CLASSIFIER → RELATIONAL_MARKER,0.598,True,False,False,2,unicorn
H-0019,Harappa,M005 M326 M133 M318 M328 M099,CLASSIFIER → UNK → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.304,True,False,False,6,elephant
H-0020,Harappa,M051 M328 M342 M125,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.57,False,True,False,4,tiger
H-0021,Harappa,M021 M162 M099 M342 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.582,True,False,False,5,rhinoceros
H-0022,Harappa,M012 M059,RELATIONAL_MARKER → HUB_AUTHORITY,0.729,False,False,True,2,unicorn
H-0023,Harappa,M052 M051 M211 M123 M342 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.489,True,False,False,6,elephant
H-0024,Harappa,M034 M089,CLASSIFIER → RELATIONAL_MARKER,0.636,True,False,False,2,elephant
H-0025,Harappa,M041 M342 M328 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.61,True,False,False,4,script only
H-0026,Harappa,M022 M051 M342 M176 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.686,True,True,False,5,unicorn
H-0027,Harappa,M031 M397 M012 M342 M089 M233,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.505,True,True,False,6,script only
H-0028,Harappa,M017 M126 M267,CLASSIFIER → UNK → RELATIONAL_MARKER,0.459,True,False,False,3,unicorn
H-0029,Harappa,M087 M367 M099,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.495,False,False,False,3,unicorn
H-0030,Harappa,M030 M211 M342 M347 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.577,True,False,False,5,zebu bull
H-0031,Harappa,M099 M346 M233,RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.423,False,True,False,3,rhinoceros
H-0032,Harappa,M051 M267 M211 M328,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.505,False,False,False,4,unicorn
H-0033,Harappa,M038 M367 M211 M176 M065 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.583,True,True,False,6,zebu bull
H-0034,Harappa,M043 M336 M087 M233 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.565,True,False,False,5,script only
H-0035,Harappa,M062 M089 M391,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.635,True,False,False,3,zebu bull
H-0036,Harappa,M052 M355 M391,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.606,True,False,False,3,gharial
H-0037,Harappa,M034 M342 M176 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.603,True,False,False,4,geometric
H-0038,Harappa,M059 M089,HUB_AUTHORITY → RELATIONAL_MARKER,0.734,False,False,True,2,unicorn
H-0039,Harappa,M012 M087 M162,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.464,False,False,False,3,zebu bull
H-0040,Harappa,M076 M293,CLASSIFIER → RELATIONAL_MARKER,0.576,True,False,False,2,script only
H-0041,Harappa,M053 M354 M051,CLASSIFIER → UNK → RELATIONAL_MARKER,0.432,True,False,False,3,unicorn
H-0042,Harappa,M065 M059,RELATIONAL_MARKER → HUB_AUTHORITY,0.731,False,False,True,2,unicorn
H-0043,Harappa,M036 M233,CLASSIFIER → WEAK_CASE_MARKER,0.744,True,True,False,2,unicorn
H-0044,Harappa,M044 M391 M267 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.58,True,False,False,4,elephant
H-0045,Harappa,M026 M252 M202 M220,CLASSIFIER → FLEXIBLE_AGENT → UNK → CASE_MARKER,0.555,True,True,False,4,script only
H-0046,Harappa,M018 M233 M051 M135 M391,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.495,True,False,False,5,unicorn
H-0047,Harappa,M039 M176 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.607,True,False,False,3,elephant
H-0048,Harappa,M029 M220,CLASSIFIER → CASE_MARKER,0.833,True,True,False,2,tiger
H-0049,Harappa,M391 M405 M099 M341 M336 M391,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.329,False,False,False,6,unicorn
H-0050,Harappa,M003 M328 M249,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.757,True,True,False,3,geometric
H-0051,Harappa,M060 M330 M233,CLASSIFIER → UNK → WEAK_CASE_MARKER,0.52,True,True,False,3,rhinoceros
H-0052,Harappa,M063 M211 M323 M303 M065,CLASSIFIER → RELATIONAL_MARKER → UNK → UNK → RELATIONAL_MARKER,0.356,True,False,False,5,unicorn
H-0053,Harappa,M013 M163 M293 M305 M267 M391 M280 M211,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.529,True,False,False,8,script only
H-0054,Harappa,M027 M211 M309 M051,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.442,True,False,False,4,script only
H-0055,Harappa,M009 M146 M195 M089,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER,0.314,True,False,False,4,zebu bull
H-0056,Harappa,M072 M264 M367,CLASSIFIER → UNK → RELATIONAL_MARKER,0.402,True,False,False,3,unicorn
H-0057,Harappa,M020 M089,CLASSIFIER → RELATIONAL_MARKER,0.643,True,False,False,2,geometric
H-0058,Harappa,M002 M162,CLASSIFIER → RELATIONAL_MARKER,0.635,True,False,False,2,unicorn
H-0059,Harappa,M032 M367 M213 M367,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.41,True,False,False,4,unicorn
H-0060,Harappa,M054 M089 M342 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.63,True,True,False,4,zebu bull
H-0061,Harappa,M069 M125 M065 M193 M099 M293 M342 M342,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.527,True,False,False,8,unicorn
H-0062,Harappa,M045 M328 M101 M108 M162,CLASSIFIER → RELATIONAL_MARKER → UNK → CORE_ENTITY → RELATIONAL_MARKER,0.449,True,False,False,5,elephant
H-0063,Harappa,M044 M342 M176 M099 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.602,True,False,False,5,zebu bull
H-0064,Harappa,M050 M169 M267 M336,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.576,True,False,False,4,zebu bull
H-0065,Harappa,M066 M342 M065 M316 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.466,True,False,False,5,unicorn
H-0066,Harappa,M004 M176,CLASSIFIER → RELATIONAL_MARKER,0.673,True,False,False,2,gharial
H-0067,Harappa,M011 M251 M124 M089,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER,0.311,True,False,False,4,buffalo
H-0068,Harappa,M021 M211 M342 M162 M367 M194 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.473,True,False,False,7,elephant
