form,cisi_number,site,iconography,raw_sequence,role_sequence,cluster_sequence,length
seal_1075,M-0386,Mohenjo-daro,rhinoceros,M027 M087 M267,START END END,2 1 3,3
seal_1076,H-0313,Harappa,unicorn,M018 M211 M342 M089,START END END END,2 1 3 1,4
seal_1077,DK-0067,Dholavira,unicorn,M029 M391 M059 M176,START END LINK END,2 1 1 3,4
seal_1078,H-0314,Harappa,unicorn,M059 M222 M233,LINK CORE END,1 0 1,3
seal_1079,M-0387,Mohenjo-daro,zebu bull,M064 M176 M328,START END END,2 3 1,3
seal_1080,M-0388,Mohenjo-daro,geometric,M056 M162 M342 M176 M176,START END END END END,2 1 3 3 3,5
seal_1081,SK-0040,Surkotada,unicorn,M012 M281 M332 M176 M176 M220,END CORE LINK END END END,1 0 0 3 3 1,6
seal_1082,H-0315,Harappa,zebu bull,M069 M328 M099 M220,START END END END,2 1 3 1,4
seal_1083,M-0389,Mohenjo-daro,zebu bull,M062 M328 M059 M089 M267 M125,START END LINK END END END,2 1 1 1 3 1,6
seal_1084,M-0390,Mohenjo-daro,zebu bull,M063 M233 M176 M211 M305,START END END END END,2 1 3 1 1,5
seal_1085,H-0316,Harappa,elephant,M007 M344 M367 M166 M051 M059 M176,START CORE END CORE END LINK END,2 0 1 0 1 1 3,7
seal_1086,DK-0068,Dholavira,unicorn,M059 M293 M267 M059,LINK END END LINK,1 1 3 1,4
seal_1087,H-0317,Harappa,elephant,M016 M176 M099 M162 M162 M305,START END END END END END,2 3 3 1 1 1,6
seal_1088,M-0391,Mohenjo-daro,unicorn,M027 M176 M342 M176 M328 M293,START END END END END END,2 3 3 3 1 1,6
seal_1089,H-0318,Harappa,buffalo,M040 M099 M147 M233,START END CORE END,2 3 0 1,4
seal_1090,C-0058,Chanhu-daro,unicorn,M059 M267 M099 M328,LINK END END END,1 3 3 1,4
seal_1091,H-0319,Harappa,unicorn,M007 M089 M176 M211,START END END END,2 1 3 1,4
seal_1092,H-0320,Harappa,unicorn,M027 M267 M012 M342 M293,START END END END END,2 3 1 3 1,5
seal_1093,M-0392,Mohenjo-daro,zebu bull,M021 M249,START END,2 1,2
seal_1094,H-0321,Harappa,zebu bull,M057 M342 M342 M099,START END END END,2 3 3 3,4
seal_1095,M-0393,Mohenjo-daro,elephant,M045 M176 M065,START END END,2 3 1,3
seal_1096,H-0322,Harappa,rhinoceros,M060 M342 M336 M211 M162 M099 M342 M012,START END END END END END END END,2 3 1 1 1 3 3 1,8
seal_1097,DK-0069,Dholavira,tiger,M006 M328 M125,START END END,2 1 1,3
seal_1098,M-0394,Mohenjo-daro,geometric,M032 M220,START END,2 1,2
seal_1099,DK-0070,Dholavira,zebu bull,M008 M059 M293,START LINK END,2 1 1,3
seal_1100,H-0323,Harappa,tiger,M065 M099 M108 M059,END END CORE LINK,1 3 0 1,4
seal_1101,H-0324,Harappa,elephant,M045 M162 M305,START END END,2 1 1,3
seal_1102,M-0395,Mohenjo-daro,rhinoceros,M060 M328 M342 M176 M367,START END END END END,2 1 3 3 1,5
seal_1103,K-0076,Kalibangan,zebu bull,M073 M342 M342 M176 M089,START END END END END,2 3 3 3 1,5
seal_1104,L-0088,Lothal,zebu bull,M069 M336 M198 M099 M089,START END LINK END END,2 1 0 3 1,5
seal_1105,H-0325,Harappa,unicorn,M012 M380 M342 M267,END CORE END END,1 0 3 3,4
seal_1106,H-0326,Harappa,unicorn,M077 M293 M391,START END END,2 1 1,3
seal_1107,M-0396,Mohenjo-daro,rhinoceros,M081 M089 M367,START END END,2 1 1,3
seal_1108,RGR-0022,Rakhigarhi,zebu bull,M053 M125 M059 M278 M059 M267 M342,START END LINK CORE LINK END END,2 1 1 0 1 3 3,7
seal_1109,M-0397,Mohenjo-daro,zebu bull,M009 M208 M087 M087,START CORE END END,2 0 1 1,4
seal_1110,L-0089,Lothal,unicorn,M005 M342 M089,START END END,2 3 1,3
seal_1111,DK-0071,Dholavira,script only,M018 M099,START END,2 3,2
seal_1112,M-0398,Mohenjo-daro,elephant,M005 M342 M065,START END END,2 3 1,3
seal_1113,H-0327,Harappa,zebu bull,M062 M342 M342 M293 M249,START END END END END,2 3 3 1 1,5
seal_1114,H-0328,Harappa,elephant,M016 M293,START END,2 1,2
seal_1115,M-0399,Mohenjo-daro,elephant,M010 M383 M087 M059 M305,START LINK END LINK END,2 0 1 1 1,5
seal_1116,C-0059,Chanhu-daro,gharial,M074 M176 M267 M220,START END END END,2 3 3 1,4
seal_1117,H-0329,Harappa,script only,M013 M162 M305,START END END,2 1 1,3
seal_1118,H-0330,Harappa,unicorn,M005 M059,START LINK,2 1,2
seal_1119,H-0331,Harappa,script only,M008 M328 M099 M065,START END END END,2 1 3 1,4
seal_1120,K-0077,Kalibangan,unicorn,M026 M211 M099 M291 M267,START END END CORE END,2 1 3 0 3,5
seal_1121,H-0332,Harappa,gharial,M081 M367 M267 M099 M162 M267,START END END END END END,2 1 3 3 1 3,6
seal_1122,M-0400,Mohenjo-daro,geometric,M040 M137 M391 M367 M316 M204 M249,START CORE END END CORE CORE END,2 0 1 1 0 0 1,7
seal_1123,SK-0041,Surkotada,unicorn,M012 M162 M374 M267,END END LINK END,1 1 0 3,4
seal_1124,H-0333,Harappa,script only,M074 M048 M267 M099 M192 M233,START END END END CORE END,2 1 3 3 0 1,6
seal_1125,L-0090,Lothal,script only,M077 M233 M267 M328,START END END END,2 1 3 1,4
seal_1126,M-0401,Mohenjo-daro,gharial,M013 M293 M176 M336,START END END END,2 1 3 1,4
seal_1127,M-0402,Mohenjo-daro,rhinoceros,M001 M391 M012 M220,START END END END,2 1 1 1,4
seal_1128,H-0334,Harappa,unicorn,M059 M169 M342,LINK LINK END,1 0 3,3
seal_1129,C-0060,Chanhu-daro,zebu bull,M011 M157 M087,START CORE END,2 0 1,3
seal_1130,M-0403,Mohenjo-daro,elephant,M061 M176 M336 M336,START END END END,2 3 1 1,4
seal_1131,H-0335,Harappa,gharial,M036 M217 M267 M012,START CORE END END,2 0 3 1,4
seal_1132,H-0336,Harappa,zebu bull,M057 M267 M089 M293 M233,START END END END END,2 3 1 1 1,5
seal_1133,H-0337,Harappa,zebu bull,M073 M227 M342 M267 M293,START CORE END END END,2 0 3 3 1,5
seal_1134,H-0338,Harappa,elephant,M077 M342 M099,START END END,2 3 3,3
seal_1135,M-0404,Mohenjo-daro,rhinoceros,M068 M328 M267 M162,START END END END,2 1 3 1,4
seal_1136,K-0078,Kalibangan,rhinoceros,M162 M377 M176 M176,END CORE END END,1 0 3 3,4
seal_1137,M-0405,Mohenjo-daro,unicorn,M072 M087 M336 M125 M328,START END END END END,2 1 1 1 1,5
seal_1138,M-0406,Mohenjo-daro,zebu bull,M081 M162,START END,2 1,2
seal_1139,H-0339,Harappa,geometric,M336 M099 M342 M342 M048,END END END END END,1 3 3 3 1,5
seal_1140,M-0407,Mohenjo-daro,unicorn,M009 M186 M233 M059,START CORE END LINK,2 0 1 1,4
seal_1141,H-0340,Harappa,elephant,M024 M259 M293,START CORE END,2 0 1,3
seal_1142,SK-0042,Surkotada,unicorn,M013 M170 M051,START CORE END,2 0 1,3
seal_1143,M-0408,Mohenjo-daro,unicorn,M037 M087,START END,2 1,2
seal_1144,BN-0034,Banawali,unicorn,M079 M293,START END,2 1,2
seal_1145,M-0409,Mohenjo-daro,elephant,M019 M342 M012 M342 M176 M211,START END END END END END,2 3 1 3 3 1,6
seal_1146,M-0410,Mohenjo-daro,tiger,M013 M328 M328 M407 M267 M099 M342 M233,START END END CORE END END END END,2 1 1 0 3 3 3 1,8
seal_1147,BN-0035,Banawali,zebu bull,M073 M220,START END,2 1,2
seal_1148,H-0341,Harappa,rhinoceros,M367 M099 M087 M342 M162,END END END END END,1 3 1 3 1,5
seal_1149,H-0342,Harappa,zebu bull,M328 M267 M211 M059 M336,END END END LINK END,1 3 1 1 1,5
seal_1150,M-0411,Mohenjo-daro,unicorn,M066 M151 M312 M187 M176,START CORE CORE CORE END,2 0 0 0 3,5
seal_1151,SK-0043,Surkotada,zebu bull,M089 M051 M211 M012,END END END END,1 1 1 1,4
seal_1152,H-0343,Harappa,unicorn,M018 M293 M391 M176 M059,START END END END LINK,2 1 1 3 1,5
seal_1153,K-0079,Kalibangan,zebu bull,M076 M357 M342 M012,START CORE END END,2 0 3 1,4
seal_1154,BN-0036,Banawali,zebu bull,M023 M099 M111 M305,START END CORE END,2 3 0 1,4
seal_1155,K-0080,Kalibangan,geometric,M015 M162 M211 M168 M104 M338 M087,START END END LINK CORE CORE END,2 1 1 0 0 0 1,7
seal_1156,DK-0072,Dholavira,zebu bull,M336 M293 M267 M048,END END END END,1 1 3 1,4
seal_1157,SK-0044,Surkotada,zebu bull,M051 M125,END END,1 1,2
seal_1158,K-0081,Kalibangan,geometric,M056 M305,START END,2 1,2
seal_1159,DK-0073,Dholavira,tiger,M026 M048 M102 M271 M326 M320 M293,START END LINK CORE CORE CORE END,2 1 0 0 0 0 1,7
seal_1160,M-0412,Mohenjo-daro,zebu bull,M028 M211 M342 M336,START END END END,2 1 3 1,4
seal_1161,H-0344,Harappa,rhinoceros,M099 M162,END END,3 1,2
seal_1162,H-0345,Harappa,script only,M035 M012 M267 M328,START END END END,2 1 3 1,4
seal_1163,C-0061,Chanhu-daro,unicorn,M233 M176 M367,END END END,1 3 1,3
seal_1164,H-0346,Harappa,unicorn,M267 M293,END END,3 1,2
seal_1165,H-0347,Harappa,elephant,M065 M342 M012 M249,END END END END,1 3 1 1,4
seal_1166,M-0413,Mohenjo-daro,elephant,M014 M367 M368 M342 M305,START END CORE END END,2 1 0 3 1,5
seal_1167,M-0414,Mohenjo-daro,zebu bull,M099 M342 M176 M099 M293,END END END END END,3 3 3 3 1,5
seal_1168,K-0082,Kalibangan,tiger,M008 M342 M012,START END END,2 3 1,3
seal_1169,H-0348,Harappa,rhinoceros,M065 M211 M390 M293 M342 M409 M051,END END CORE END END CORE END,1 1 0 1 3 0 1,7
seal_1170,H-0349,Harappa,unicorn,M059 M267 M342 M012,LINK END END END,1 3 3 1,4
seal_1171,H-0350,Harappa,unicorn,M055 M162 M107 M163 M089 M220,START END CORE CORE END END,2 1 0 0 1 1,6
seal_1172,M-0415,Mohenjo-daro,elephant,M045 M265 M159 M367 M305,START CORE CORE END END,2 0 0 1 1,5
seal_1173,K-0083,Kalibangan,script only,M055 M099,START END,2 3,2
seal_1174,M-0416,Mohenjo-daro,rhinoceros,M002 M176 M152 M051,START END CORE END,2 3 0 1,4
seal_1175,H-0351,Harappa,geometric,M020 M065,START END,2 1,2
seal_1176,M-0417,Mohenjo-daro,elephant,M032 M342 M367 M268 M065,START END END CORE END,2 3 1 0 1,5
seal_1177,C-0062,Chanhu-daro,zebu bull,M072 M087 M176 M162,START END END END,2 1 3 1,4
seal_1178,K-0084,Kalibangan,unicorn,M046 M342 M146 M059 M176,START END CORE LINK END,2 3 0 1 3,5
seal_1179,M-0418,Mohenjo-daro,zebu bull,M099 M342 M267 M099 M147 M211 M328,END END END END CORE END END,3 3 3 3 0 1 1,7
seal_1180,H-0352,Harappa,rhinoceros,M041 M342 M125,START END END,2 3 1,3
seal_1181,M-0419,Mohenjo-daro,elephant,M007 M125 M012 M313 M125,START END END CORE END,2 1 1 0 1,5
seal_1182,M-0420,Mohenjo-daro,gharial,M367 M149 M176 M305,END LINK END END,1 0 3 1,4
seal_1183,M-0421,Mohenjo-daro,unicorn,M267 M211 M012,END END END,3 1 1,3
seal_1184,K-0085,Kalibangan,unicorn,M049 M087 M118 M233,START END CORE END,2 1 0 1,4
seal_1185,C-0063,Chanhu-daro,rhinoceros,M079 M176 M391,START END END,2 3 1,3
seal_1186,L-0091,Lothal,elephant,M039 M328 M087 M099 M162,START END END END END,2 1 1 3 1,5
seal_1187,L-0092,Lothal,unicorn,M065 M342 M391,END END END,1 3 1,3
seal_1188,M-0422,Mohenjo-daro,unicorn,M233 M267 M176 M233 M089,END END END END END,1 3 3 1 1,5
seal_1189,M-0423,Mohenjo-daro,rhinoceros,M052 M391 M183 M318 M211,START END CORE CORE END,2 1 0 0 1,5
seal_1190,M-0424,Mohenjo-daro,zebu bull,M079 M273 M048,START CORE END,2 0 1,3
seal_1191,H-0353,Harappa,rhinoceros,M002 M324 M089 M391 M127 M048,START CORE END END LINK END,2 0 1 1 0 1,6
seal_1192,BN-0037,Banawali,buffalo,M065 M328,END END,1 1,2
seal_1193,L-0093,Lothal,unicorn,M044 M274 M267 M048,START CORE END END,2 0 3 1,4
seal_1194,L-0094,Lothal,unicorn,M342 M327 M248 M342 M176 M065,END CORE CORE END END END,3 0 0 3 3 1,6
seal_1195,M-0425,Mohenjo-daro,elephant,M045 M335 M125 M293 M293,START CORE END END END,2 0 1 1 1,5
seal_1196,H-0354,Harappa,unicorn,M027 M198 M211 M199 M249,START LINK END CORE END,2 0 1 0 1,5
seal_1197,H-0355,Harappa,gharial,M048 M267 M099 M250 M239 M190 M220,END END END CORE CORE CORE END,1 3 3 0 0 0 1,7
seal_1198,C-0064,Chanhu-daro,geometric,M176 M351 M267 M089 M347 M348 M391 M220,END CORE END END LINK CORE END END,3 0 3 1 0 0 1 1,8
seal_1199,DK-0074,Dholavira,zebu bull,M040 M131 M342,START CORE END,2 0 3,3
seal_1200,M-0426,Mohenjo-daro,unicorn,M049 M336 M328,START END END,2 1 1,3
seal_1201,M-0427,Mohenjo-daro,geometric,M367 M336,END END,1 1,2
seal_1202,M-0428,Mohenjo-daro,buffalo,M024 M342 M176 M415 M249,START END END CORE END,2 3 3 0 1,5
seal_1203,M-0429,Mohenjo-daro,tiger,M041 M267 M125 M367 M142 M249,START END END END CORE END,2 3 1 1 0 1,6
seal_1204,M-0430,Mohenjo-daro,elephant,M025 M099 M089,START END END,2 3 1,3
seal_1205,M-0431,Mohenjo-daro,geometric,M030 M328,START END,2 1,2
seal_1206,M-0432,Mohenjo-daro,rhinoceros,M078 M330 M211 M051 M162,START CORE END END END,2 0 1 1 1,5
seal_1207,K-0086,Kalibangan,zebu bull,M043 M211 M233,START END END,2 1 1,3
seal_1208,DK-0075,Dholavira,buffalo,M010 M342 M211 M342 M087,START END END END END,2 3 1 3 1,5
seal_1209,L-0095,Lothal,unicorn,M162 M125 M342 M012 M214 M176,END END END END CORE END,1 1 3 1 0 3,6
seal_1210,M-0433,Mohenjo-daro,unicorn,M059 M012 M305,LINK END END,1 1 1,3
seal_1211,DK-0076,Dholavira,geometric,M041 M125,START END,2 1,2
seal_1212,H-0356,Harappa,rhinoceros,M068 M336 M099 M176 M099 M211 M162,START END END END END END END,2 1 3 3 3 1 1,7
seal_1213,H-0357,Harappa,unicorn,M059 M099 M059,LINK END LINK,1 3 1,3
seal_1214,DK-0077,Dholavira,unicorn,M051 M347 M162 M116 M267 M176,END LINK END CORE END END,1 0 1 0 3 3,6
seal_1215,DK-0078,Dholavira,zebu bull,M027 M211 M342 M176 M162 M391 M089 M176,START END END END END END END END,2 1 3 3 1 1 1 3,8
seal_1216,C-0065,Chanhu-daro,zebu bull,M077 M211,START END,2 1,2
seal_1217,C-0066,Chanhu-daro,unicorn,M267 M233 M328 M185 M328 M267 M125 M233,END END END LINK END END END END,3 1 1 0 1 3 1 1,8
seal_1218,L-0096,Lothal,unicorn,M019 M328 M099 M089,START END END END,2 1 3 1,4
seal_1219,BN-0038,Banawali,zebu bull,M026 M342 M211 M293 M293 M211 M059,START END END END END END LINK,2 3 1 1 1 1 1,7
seal_1220,M-0434,Mohenjo-daro,script only,M023 M162,START END,2 1,2
seal_1221,H-0358,Harappa,elephant,M055 M099 M342 M065,START END END END,2 3 3 1,4
seal_1222,H-0359,Harappa,elephant,M039 M391 M176,START END END,2 1 3,3
seal_1223,H-0360,Harappa,unicorn,M040 M408 M267 M342 M220,START CORE END END END,2 0 3 3 1,5
seal_1224,M-0435,Mohenjo-daro,rhinoceros,M060 M383 M211 M391 M176 M176,START LINK END END END END,2 0 1 1 3 3,6
seal_1225,H-0361,Harappa,zebu bull,M073 M065 M342 M176 M099 M125,START END END END END END,2 1 3 3 3 1,6
seal_1226,M-0436,Mohenjo-daro,elephant,M039 M367 M342 M336,START END END END,2 1 3 1,4
seal_1227,H-0362,Harappa,buffalo,M176 M162,END END,3 1,2
seal_1228,H-0363,Harappa,script only,M367 M293 M267 M120 M059,END END END CORE LINK,1 1 3 0 1,5
seal_1229,H-0364,Harappa,unicorn,M051 M162 M099 M342 M176 M130 M220,END END END END END CORE END,1 1 3 3 3 0 1,7
seal_1230,M-0437,Mohenjo-daro,unicorn,M328 M176 M229 M342 M211 M059,END END CORE END END LINK,1 3 0 3 1 1,6
seal_1231,BN-0039,Banawali,unicorn,M009 M351 M176 M051,START CORE END END,2 0 3 1,4
seal_1232,M-0438,Mohenjo-daro,script only,M055 M233,START END,2 1,2
seal_1233,H-0365,Harappa,zebu bull,M052 M059,START LINK,2 1,2
seal_1234,H-0366,Harappa,unicorn,M267 M162 M342 M235 M162 M099 M051,END END END LINK END END END,3 1 3 0 1 3 1,7
seal_1235,M-0439,Mohenjo-daro,elephant,M016 M051 M103 M293 M342,START END CORE END END,2 1 0 1 3,5
seal_1236,M-0440,Mohenjo-daro,zebu bull,M057 M176 M099 M233,START END END END,2 3 3 1,4
seal_1237,M-0441,Mohenjo-daro,zebu bull,M099 M391 M151 M125,END END CORE END,3 1 0 1,4
seal_1238,H-0367,Harappa,geometric,M010 M162 M233 M293,START END END END,2 1 1 1,4
seal_1239,C-0067,Chanhu-daro,zebu bull,M023 M089 M065,START END END,2 1 1,3
seal_1240,RGR-0023,Rakhigarhi,buffalo,M007 M267 M089,START END END,2 3 1,3
seal_1241,M-0442,Mohenjo-daro,unicorn,M059 M267 M012,LINK END END,1 3 1,3
seal_1242,DK-0079,Dholavira,elephant,M045 M328 M293,START END END,2 1 1,3
seal_1243,M-0443,Mohenjo-daro,unicorn,M048 M220,END END,1 1,2
seal_1244,DK-0080,Dholavira,unicorn,M055 M059,START LINK,2 1,2
seal_1245,M-0444,Mohenjo-daro,unicorn,M001 M099 M233,START END END,2 3 1,3
seal_1246,M-0445,Mohenjo-daro,zebu bull,M049 M241 M293 M267 M051,START CORE END END END,2 0 1 3 1,5
seal_1247,H-0368,Harappa,unicorn,M059 M267 M099 M342,LINK END END END,1 3 3 3,4
seal_1248,H-0369,Harappa,script only,M293 M099,END END,1 3,2
seal_1249,M-0446,Mohenjo-daro,zebu bull,M065 M223 M211,END CORE END,1 0 1,3
seal_1250,M-0447,Mohenjo-daro,zebu bull,M057 M309 M176 M099 M125,START CORE END END END,2 0 3 3 1,5
seal_1251,H-0370,Harappa,script only,M056 M233,START END,2 1,2
seal_1252,M-0448,Mohenjo-daro,unicorn,M012 M305,END END,1 1,2
seal_1253,SK-0045,Surkotada,unicorn,M029 M293 M267 M099 M220,START END END END END,2 1 3 3 1,5
seal_1254,DK-0081,Dholavira,buffalo,M053 M289 M089 M267 M099,START CORE END END END,2 0 1 3 3,5
seal_1255,BN-0040,Banawali,geometric,M005 M211 M342 M367,START END END END,2 1 3 1,4
seal_1256,M-0449,Mohenjo-daro,zebu bull,M044 M389 M357 M270 M176 M220,START CORE CORE CORE END END,2 0 0 0 3 1,6
seal_1257,H-0371,Harappa,zebu bull,M073 M331 M059 M065 M295 M220,START CORE LINK END CORE END,2 0 1 1 0 1,6
seal_1258,L-0097,Lothal,elephant,M010 M239 M059 M176 M391 M267,START CORE LINK END END END,2 0 1 3 1 3,6
seal_1259,K-0087,Kalibangan,unicorn,M075 M059 M270 M267 M267 M176,START LINK CORE END END END,2 1 0 3 3 3,6
seal_1260,H-0372,Harappa,elephant,M045 M162 M099 M267,START END END END,2 1 3 3,4
seal_1261,H-0373,Harappa,elephant,M016 M188 M233 M342 M342 M176 M125,START CORE END END END END END,2 0 1 3 3 3 1,7
seal_1262,SK-0046,Surkotada,unicorn,M002 M336,START END,2 1,2
seal_1263,M-0450,Mohenjo-daro,unicorn,M391 M162 M267 M367,END END END END,1 1 3 1,4
seal_1264,K-0088,Kalibangan,zebu bull,M056 M267 M099 M233,START END END END,2 3 3 1,4
seal_1265,K-0089,Kalibangan,unicorn,M056 M099 M065,START END END,2 3 1,3
seal_1266,M-0451,Mohenjo-daro,geometric,M069 M109 M099 M051 M367 M162 M342 M099,START CORE END END END END END END,2 0 3 1 1 1 3 3,8
seal_1267,H-0374,Harappa,zebu bull,M030 M342 M168 M149 M328,START END LINK LINK END,2 3 0 0 1,5
seal_1268,M-0452,Mohenjo-daro,unicorn,M041 M326 M059,START CORE LINK,2 0 1,3
seal_1269,H-0375,Harappa,unicorn,M061 M342 M211 M336,START END END END,2 3 1 1,4
seal_1270,M-0453,Mohenjo-daro,rhinoceros,M010 M211 M342 M209 M087,START END END CORE END,2 1 3 0 1,5
seal_1271,H-0376,Harappa,gharial,M035 M328 M267 M125,START END END END,2 1 3 1,4
seal_1272,M-0454,Mohenjo-daro,unicorn,M059 M391 M206 M059,LINK END CORE LINK,1 1 0 1,4
seal_1273,M-0455,Mohenjo-daro,zebu bull,M009 M336,START END,2 1,2
seal_1274,L-0098,Lothal,zebu bull,M391 M367 M416 M304 M099 M342 M293,END END CORE CORE END END END,1 1 0 0 3 3 1,7
seal_1275,M-0456,Mohenjo-daro,zebu bull,M099 M162 M048 M336,END END END END,3 1 1 1,4
seal_1276,M-0457,Mohenjo-daro,unicorn,M074 M012 M059 M051,START END LINK END,2 1 1 1,4
seal_1277,BN-0041,Banawali,unicorn,M078 M267 M342 M293 M267 M211,START END END END END END,2 3 3 1 3 1,6
seal_1278,M-0458,Mohenjo-daro,script only,M008 M134 M048 M267 M099 M233,START CORE END END END END,2 0 1 3 3 1,6
seal_1279,M-0459,Mohenjo-daro,geometric,M019 M342 M231 M259 M162 M391 M293,START END CORE CORE END END END,2 3 0 0 1 1 1,7
seal_1280,H-0377,Harappa,unicorn,M029 M012 M267 M099 M138 M099,START END END END CORE END,2 1 3 3 0 3,6
seal_1281,BN-0042,Banawali,buffalo,M070 M143 M342 M099 M342 M087,START CORE END END END END,2 0 3 3 3 1,6
seal_1282,M-0460,Mohenjo-daro,unicorn,M059 M089 M342 M122 M145 M059 M048,LINK END END CORE CORE LINK END,1 1 3 0 0 1 1,7
seal_1283,H-0378,Harappa,unicorn,M082 M293,START END,2 1,2
seal_1284,H-0379,Harappa,script only,M040 M267 M099 M305,START END END END,2 3 3 1,4
seal_1285,H-0380,Harappa,zebu bull,M025 M249,START END,2 1,2
seal_1286,H-0381,Harappa,elephant,M032 M391 M103 M099,START END CORE END,2 1 0 3,4
seal_1287,K-0090,Kalibangan,zebu bull,M030 M342 M176 M162,START END END END,2 3 3 1,4
seal_1288,DK-0082,Dholavira,script only,M003 M110 M383 M051,START CORE LINK END,2 0 0 1,4
seal_1289,H-0382,Harappa,geometric,M051 M203 M233,END CORE END,1 0 1,3
seal_1290,H-0383,Harappa,rhinoceros,M024 M048 M099 M169 M237 M176 M099 M087,START END END LINK LINK END END END,2 1 3 0 0 3 3 1,8
seal_1291,H-0384,Harappa,rhinoceros,M012 M125 M176 M223 M270 M342,END END END CORE CORE END,1 1 3 0 0 3,6
seal_1292,M-0461,Mohenjo-daro,unicorn,M065 M162 M262 M059 M342 M401 M249,END END CORE LINK END LINK END,1 1 0 1 3 0 1,7
seal_1293,M-0462,Mohenjo-daro,unicorn,M078 M065,START END,2 1,2
seal_1294,SK-0047,Surkotada,zebu bull,M022 M328 M267 M367,START END END END,2 1 3 1,4
seal_1295,H-0385,Harappa,tiger,M367 M293 M267 M059,END END END LINK,1 1 3 1,4
seal_1296,M-0463,Mohenjo-daro,unicorn,M044 M153 M051,START CORE END,2 0 1,3
seal_1297,M-0464,Mohenjo-daro,unicorn,M079 M367,START END,2 1,2
seal_1298,L-0099,Lothal,unicorn,M076 M369 M211 M231 M233,START CORE END CORE END,2 0 1 0 1,5
seal_1299,L-0100,Lothal,buffalo,M008 M328 M305,START END END,2 1 1,3
seal_1300,SK-0048,Surkotada,zebu bull,M062 M176 M267 M099 M391,START END END END END,2 3 3 3 1,5
seal_1301,H-0386,Harappa,unicorn,M018 M012 M293 M355 M012,START END END CORE END,2 1 1 0 1,5
seal_1302,M-0465,Mohenjo-daro,zebu bull,M082 M342 M328 M250 M100 M065 M355 M048,START END END CORE CORE END CORE END,2 3 1 0 0 1 0 1,8
seal_1303,H-0387,Harappa,geometric,M023 M328 M267 M211 M165 M336,START END END END CORE END,2 1 3 1 0 1,6
seal_1304,M-0466,Mohenjo-daro,zebu bull,M062 M059 M211 M127 M051,START LINK END LINK END,2 1 1 0 1,5
seal_1305,M-0467,Mohenjo-daro,tiger,M081 M391 M342 M342 M176 M065,START END END END END END,2 1 3 3 3 1,6
seal_1306,H-0388,Harappa,unicorn,M030 M342 M176 M328,START END END END,2 3 3 1,4
seal_1307,M-0468,Mohenjo-daro,geometric,M044 M249,START END,2 1,2
seal_1308,L-0101,Lothal,tiger,M035 M267,START END,2 3,2
seal_1309,BN-0043,Banawali,unicorn,M051 M342 M176 M099 M336,END END END END END,1 3 3 3 1,5
seal_1310,L-0102,Lothal,elephant,M022 M128 M342 M162,START LINK END END,2 0 3 1,4
seal_1311,H-0389,Harappa,zebu bull,M054 M125 M176 M099 M342 M293,START END END END END END,2 1 3 3 3 1,6
seal_1312,H-0390,Harappa,script only,M051 M267 M125 M374 M211 M048 M099,END END END LINK END END END,1 3 1 0 1 1 3,7
seal_1313,K-0091,Kalibangan,rhinoceros,M064 M374 M102 M340 M336 M059,START LINK LINK CORE END LINK,2 0 0 0 1 1,6
seal_1314,H-0391,Harappa,elephant,M050 M059 M292 M342 M012,START LINK CORE END END,2 1 0 3 1,5
seal_1315,M-0469,Mohenjo-daro,gharial,M001 M125 M211 M211 M065 M249,START END END END END END,2 1 1 1 1 1,6
seal_1316,M-0470,Mohenjo-daro,rhinoceros,M367 M249,END END,1 1,2
seal_1317,H-0392,Harappa,zebu bull,M022 M367 M176 M065,START END END END,2 1 3 1,4
seal_1318,BN-0044,Banawali,zebu bull,M176 M099 M267 M099 M342 M267 M099,END END END END END END END,3 3 3 3 3 3 3,7
seal_1319,K-0092,Kalibangan,zebu bull,M018 M272 M293 M099,START LINK END END,2 0 1 3,4
seal_1320,BN-0045,Banawali,buffalo,M022 M249,START END,2 1,2
seal_1321,H-0393,Harappa,elephant,M020 M342 M233 M342 M211,START END END END END,2 3 1 3 1,5
seal_1322,H-0394,Harappa,zebu bull,M162 M267 M099 M065,END END END END,1 3 3 1,4
seal_1323,M-0471,Mohenjo-daro,zebu bull,M073 M087,START END,2 1,2
seal_1324,M-0472,Mohenjo-daro,buffalo,M010 M106 M099 M059,START CORE END LINK,2 0 3 1,4
seal_1325,M-0473,Mohenjo-daro,zebu bull,M062 M215 M125 M162 M099,START CORE END END END,2 0 1 1 3,5
seal_1326,M-0474,Mohenjo-daro,unicorn,M233 M390 M267,END CORE END,1 0 3,3
seal_1327,M-0475,Mohenjo-daro,rhinoceros,M067 M336 M162 M233 M051 M087,START END END END END END,2 1 1 1 1 1,6
seal_1328,M-0476,Mohenjo-daro,zebu bull,M125 M391 M162 M267 M099 M342 M125,END END END END END END END,1 1 1 3 3 3 1,7
seal_1329,H-0395,Harappa,zebu bull,M367 M176 M065,END END END,1 3 1,3
seal_1330,M-0477,Mohenjo-daro,buffalo,M081 M367 M190 M065 M293,START END CORE END END,2 1 0 1 1,5
seal_1331,SK-0049,Surkotada,rhinoceros,M336 M267 M391 M336,END END END END,1 3 1 1,4
seal_1332,L-0103,Lothal,unicorn,M342 M391 M367,END END END,3 1 1,3
seal_1333,H-0396,Harappa,unicorn,M051 M143 M211 M099,END CORE END END,1 0 1 3,4
